invoice_no,customer_id,amountall,create_date,due_date,status,paid_date
INV0013121,CUS78998,155213.92,2024-10-09,2024-12-08,0,2025-07-13
INV0060197,CUS95037,833339.51,2025-05-07,2025-07-06,0,2025-07-13
INV0054231,CUS13099,431996.01,2025-02-07,2025-04-08,0,2025-07-13
INV0051697,CUS00243,123432.49,2025-04-04,2025-05-04,0,2025-07-13
INV0024598,CUS17607,700360.95,2024-09-03,2024-11-02,0,2025-07-13
INV0020548,CUS51271,950784.26,2024-08-05,2024-09-04,0,2025-07-13
INV0049424,CUS95934,266007.28,2024-07-16,2024-09-14,0,2025-07-13
INV0021397,CUS19003,821971.79,2024-09-26,2024-10-26,0,2025-07-13
INV0070010,CUS19352,411939.99,2025-05-08,2025-06-07,0,2025-07-13
INV0013438,CUS69349,43274.11,2024-11-06,2024-12-06,0,2025-07-13
INV0000963,CUS26516,545593.84,2025-03-17,2025-05-16,0,2025-07-13
INV0040081,CUS77831,458048.11,2025-04-16,2025-06-15,0,2025-07-13
INV0066908,CUS43428,658581.76,2025-05-22,2025-06-21,0,2025-07-13
INV0015874,CUS09411,21949.24,2025-07-11,2025-08-10,0,2025-07-13
INV0048111,CUS58316,806157.99,2024-08-27,2024-09-26,0,2025-07-13
INV0031718,CUS89955,870636.75,2024-09-19,2024-11-18,0,2025-07-13
INV0074254,CUS54016,228471.21,2025-06-04,2025-07-04,0,2025-07-13
INV0027291,CUS22556,113442.1,2025-06-09,2025-08-08,0,2025-07-13
INV0008846,CUS10712,568999.87,2025-02-18,2025-04-19,0,2025-07-13
INV0033760,CUS28510,945825.79,2025-04-23,2025-05-23,0,2025-07-13
INV0043507,CUS08920,113457.48,2025-04-07,2025-05-07,0,2025-07-13
INV0039267,CUS57560,188276.1,2025-03-27,2025-04-26,0,2025-07-13
INV0050258,CUS73373,685565.7,2025-03-25,2025-04-24,0,2025-07-13
INV0001178,CUS18534,529438.75,2024-10-22,2024-12-21,0,2025-07-13
INV0060230,CUS78825,409899.17,2025-03-20,2025-05-19,0,2025-07-13
INV0008651,CUS17680,672956.36,2024-12-26,2025-02-24,0,2025-07-13
INV0018750,CUS74527,730994.61,2024-11-30,2024-12-30,0,2025-07-13
INV0053222,CUS86198,176975.89,2025-04-22,2025-05-22,0,2025-07-13
INV0033333,CUS76066,950141.7,2025-05-27,2025-07-26,0,2025-07-13
INV0058839,CUS54696,547219.5,2024-11-24,2025-01-23,0,2025-07-13
INV0012792,CUS09252,831977.0,2024-12-21,2025-02-19,0,2025-07-13
INV0079564,CUS93447,233176.06,2025-02-07,2025-03-09,0,2025-07-13
INV0049254,CUS50800,324781.23,2024-12-07,2025-02-05,0,2025-07-13
INV0048547,CUS45050,265472.73,2025-02-11,2025-03-13,0,2025-07-13
INV0005501,CUS06735,90474.49,2025-05-06,2025-06-05,0,2025-07-13
INV0024720,CUS44981,200265.23,2025-02-21,2025-03-23,0,2025-07-13
INV0065222,CUS86735,264857.48,2025-02-18,2025-03-20,0,2025-07-13
INV0063946,CUS01886,607331.84,2025-06-21,2025-08-20,0,2025-07-13
INV0001720,CUS37479,646278.63,2025-04-25,2025-05-25,0,2025-07-13
INV0052699,CUS61562,732579.49,2025-02-20,2025-03-22,0,2025-07-13
INV0044982,CUS66814,325930.51,2024-12-06,2025-02-04,0,2025-07-13
INV0037274,CUS10403,16636.84,2025-05-28,2025-07-27,0,2025-07-13
INV0073760,CUS30056,151545.04,2024-10-20,2024-11-19,0,2025-07-13
INV0019838,CUS26737,605605.5,2024-12-26,2025-01-25,0,2025-07-13
INV0065078,CUS85813,379178.58,2025-07-07,2025-08-06,0,2025-07-13
INV0013827,CUS82952,633277.84,2024-07-17,2024-09-15,0,2025-07-13
INV0031229,CUS17379,288520.62,2025-05-13,2025-07-12,0,2025-07-13
INV0038922,CUS95786,20858.56,2024-09-18,2024-11-17,0,2025-07-13
INV0058300,CUS20553,100116.78,2025-04-27,2025-05-27,0,2025-07-13
INV0045728,CUS66916,352046.19,2024-10-10,2024-12-09,0,2025-07-13
INV0010244,CUS78226,636506.78,2024-11-03,2024-12-03,0,2025-07-13
INV0035920,CUS77766,140.18,2024-10-01,2024-11-30,0,2025-07-13
INV0048618,CUS24566,375337.41,2024-07-18,2024-08-17,0,2025-07-13
INV0053868,CUS11869,393467.65,2024-09-05,2024-10-05,0,2025-07-13
INV0060432,CUS66893,562587.27,2025-02-13,2025-03-15,0,2025-07-13
INV0050321,CUS88881,794157.39,2025-05-27,2025-06-26,0,2025-07-13
INV0070827,CUS99097,156738.9,2024-09-06,2024-11-05,0,2025-07-13
INV0061861,CUS67697,151517.02,2024-07-16,2024-08-15,0,2025-07-13
INV0053834,CUS69586,858668.45,2025-07-11,2025-09-09,0,2025-07-13
INV0024019,CUS14463,469718.64,2025-02-14,2025-04-15,0,2025-07-13
INV0068227,CUS48607,168538.54,2025-06-28,2025-07-28,0,2025-07-13
INV0018254,CUS90825,310786.49,2025-02-17,2025-03-19,0,2025-07-13
INV0072770,CUS24396,211500.78,2025-02-06,2025-04-07,0,2025-07-13
INV0073484,CUS76385,758083.09,2025-07-10,2025-08-09,0,2025-07-13
INV0060184,CUS90656,314903.5,2024-11-12,2024-12-12,0,2025-07-13
INV0007186,CUS21668,242307.21,2025-06-03,2025-07-03,0,2025-07-13
INV0077376,CUS59677,449244.43,2024-07-14,2024-08-13,0,2025-07-13
INV0009042,CUS80416,622627.73,2024-11-05,2024-12-05,0,2025-07-13
INV0012325,CUS57425,170431.81,2024-12-05,2025-02-03,0,2025-07-13
INV0011778,CUS56108,70562.82,2024-12-07,2025-02-05,0,2025-07-13
INV0061574,CUS36229,856836.9,2024-07-15,2024-09-13,0,2025-07-13
INV0072927,CUS86938,158582.07,2024-11-25,2024-12-25,0,2025-07-13
INV0077851,CUS47559,65103.35,2025-02-08,2025-03-10,0,2025-07-13
INV0005246,CUS70675,224373.69,2025-03-02,2025-04-01,0,2025-07-13
INV0079442,CUS74744,644632.41,2025-01-02,2025-02-01,0,2025-07-13
INV0063881,CUS05385,379587.19,2025-03-24,2025-04-23,0,2025-07-13
INV0022429,CUS93213,364776.69,2025-05-27,2025-06-26,0,2025-07-13
INV0008870,CUS81678,688297.16,2025-07-07,2025-09-05,0,2025-07-13
INV0018570,CUS49403,725699.43,2025-07-09,2025-09-07,0,2025-07-13
INV0011301,CUS02291,392735.56,2024-09-09,2024-11-08,0,2025-07-13
INV0031545,CUS22387,233492.99,2024-08-24,2024-10-23,0,2025-07-13
INV0013603,CUS63916,394669.86,2024-12-26,2025-02-24,0,2025-07-13
INV0040678,CUS70429,722461.2,2024-10-25,2024-11-24,0,2025-07-13
INV0063966,CUS06932,828327.78,2025-03-29,2025-04-28,0,2025-07-13
INV0036948,CUS41778,883398.39,2025-03-26,2025-05-25,0,2025-07-13
INV0068293,CUS62318,643158.72,2024-09-21,2024-10-21,0,2025-07-13
INV0075263,CUS25328,888853.55,2024-07-13,2024-09-11,0,2025-07-13
INV0062035,CUS20512,740982.17,2024-09-28,2024-11-27,0,2025-07-13
INV0079768,CUS03816,337779.45,2025-06-02,2025-07-02,0,2025-07-13
INV0046332,CUS96346,248090.09,2025-04-25,2025-05-25,0,2025-07-13
INV0046693,CUS82412,549542.24,2025-01-20,2025-02-19,0,2025-07-13
INV0001619,CUS58967,797995.39,2024-09-10,2024-11-09,0,2025-07-13
INV0006154,CUS34424,117674.09,2025-03-21,2025-04-20,0,2025-07-13
INV0032608,CUS69768,605258.83,2025-04-17,2025-05-17,0,2025-07-13
INV0035239,CUS83821,356054.26,2024-08-19,2024-10-18,0,2025-07-13
INV0021414,CUS85294,116304.65,2025-02-21,2025-04-22,0,2025-07-13
INV0019511,CUS19881,775184.53,2025-02-06,2025-03-08,0,2025-07-13
INV0029311,CUS96080,73488.47,2025-04-16,2025-06-15,0,2025-07-13
INV0016437,CUS42442,862542.12,2025-05-29,2025-07-28,0,2025-07-13
INV0009634,CUS90051,303447.61,2025-02-13,2025-03-15,0,2025-07-13
INV0023865,CUS96289,605616.13,2024-09-25,2024-11-24,0,2025-07-13
INV0028011,CUS46757,858776.29,2025-06-09,2025-08-08,0,2025-07-13
INV0027704,CUS19212,444488.18,2025-07-02,2025-08-01,0,2025-07-13
INV0014713,CUS91692,452437.22,2025-07-08,2025-09-06,0,2025-07-13
INV0060674,CUS87046,37739.05,2025-02-24,2025-03-26,0,2025-07-13
INV0025716,CUS49689,71865.45,2024-11-05,2025-01-04,0,2025-07-13
INV0003996,CUS08073,879576.11,2024-09-23,2024-10-23,0,2025-07-13
INV0031781,CUS92147,284023.75,2025-04-18,2025-06-17,0,2025-07-13
INV0033115,CUS74506,819773.18,2025-06-27,2025-08-26,0,2025-07-13
INV0078434,CUS23188,826565.8,2025-01-21,2025-02-20,0,2025-07-13
INV0076758,CUS54633,606746.29,2025-06-20,2025-07-20,0,2025-07-13
INV0066887,CUS43300,734070.25,2024-11-04,2025-01-03,0,2025-07-13
INV0024937,CUS54005,676827.73,2025-01-02,2025-02-01,0,2025-07-13
INV0060160,CUS18329,241103.46,2025-01-01,2025-03-02,0,2025-07-13
INV0036158,CUS92417,925822.61,2025-06-16,2025-07-16,0,2025-07-13
INV0030192,CUS76328,855396.65,2025-02-10,2025-03-12,0,2025-07-13
INV0061174,CUS46467,342269.61,2025-01-12,2025-03-13,0,2025-07-13
INV0000418,CUS00092,333367.95,2024-09-18,2024-10-18,0,2025-07-13
INV0026528,CUS10776,730786.49,2025-04-10,2025-05-10,0,2025-07-13
INV0016916,CUS98056,417982.77,2025-01-24,2025-02-23,0,2025-07-13
INV0051134,CUS87305,661351.49,2024-11-12,2025-01-11,0,2025-07-13
INV0049917,CUS53281,753085.46,2025-01-11,2025-02-10,0,2025-07-13
INV0014674,CUS73542,943542.45,2024-07-12,2024-08-11,0,2025-07-13
INV0040536,CUS17795,969522.43,2025-05-14,2025-06-13,0,2025-07-13
INV0038530,CUS16319,554765.77,2025-03-06,2025-04-05,0,2025-07-13
INV0024950,CUS04703,535856.11,2024-09-07,2024-11-06,0,2025-07-13
INV0035352,CUS60695,162651.23,2024-09-12,2024-10-12,0,2025-07-13
INV0031292,CUS81933,911002.93,2025-03-27,2025-05-26,0,2025-07-13
INV0024415,CUS49316,241324.4,2024-10-21,2024-11-20,0,2025-07-13
INV0037004,CUS79972,873612.68,2025-02-22,2025-04-23,0,2025-07-13
INV0000621,CUS04777,351966.26,2024-10-03,2024-11-02,0,2025-07-13
INV0066361,CUS57552,130572.59,2024-07-30,2024-08-29,0,2025-07-13
INV0034629,CUS47250,349269.69,2025-03-16,2025-04-15,0,2025-07-13
INV0037941,CUS75822,868776.36,2024-08-08,2024-10-07,0,2025-07-13
INV0008284,CUS15202,9524.43,2024-10-14,2024-12-13,0,2025-07-13
INV0029975,CUS03855,150024.43,2024-11-16,2025-01-15,0,2025-07-13
INV0065053,CUS14398,874901.92,2025-07-07,2025-08-06,0,2025-07-13
INV0072838,CUS28766,946010.01,2025-06-12,2025-08-11,0,2025-07-13
INV0064369,CUS96314,417616.03,2025-03-23,2025-05-22,0,2025-07-13
INV0021644,CUS59259,666327.12,2025-05-15,2025-07-14,0,2025-07-13
INV0005192,CUS48769,254692.35,2025-01-29,2025-03-30,0,2025-07-13
INV0036111,CUS61470,486266.25,2025-06-21,2025-07-21,0,2025-07-13
INV0062281,CUS91978,174884.54,2025-01-31,2025-04-01,0,2025-07-13
INV0079282,CUS16152,771364.73,2025-05-07,2025-07-06,0,2025-07-13
INV0029968,CUS20400,206977.69,2025-04-28,2025-06-27,0,2025-07-13
INV0045314,CUS55630,284594.93,2025-01-09,2025-03-10,0,2025-07-13
INV0035508,CUS60322,450075.5,2024-11-12,2025-01-11,0,2025-07-13
INV0006839,CUS53823,609072.97,2025-01-29,2025-03-30,0,2025-07-13
INV0048061,CUS95661,575030.13,2025-02-23,2025-03-25,0,2025-07-13
INV0041614,CUS24314,677805.85,2025-02-02,2025-04-03,0,2025-07-13
INV0042484,CUS36852,991722.23,2024-10-04,2024-12-03,0,2025-07-13
INV0019996,CUS99881,377892.51,2024-07-26,2024-08-25,0,2025-07-13
INV0046116,CUS66204,984959.08,2025-03-31,2025-05-30,0,2025-07-13
INV0071292,CUS91823,727333.31,2024-07-23,2024-08-22,0,2025-07-13
INV0069425,CUS58223,929740.28,2024-08-21,2024-09-20,0,2025-07-13
INV0009192,CUS09123,759987.43,2025-06-02,2025-07-02,0,2025-07-13
INV0039616,CUS16811,62017.02,2024-11-04,2024-12-04,0,2025-07-13
INV0043143,CUS36660,739008.44,2024-10-01,2024-11-30,0,2025-07-13
INV0025962,CUS23278,648851.53,2024-08-12,2024-09-11,0,2025-07-13
INV0028994,CUS31275,120953.06,2024-09-08,2024-11-07,0,2025-07-13
INV0033649,CUS38653,293670.99,2025-04-02,2025-05-02,0,2025-07-13
INV0040445,CUS88308,874985.16,2025-07-11,2025-09-09,0,2025-07-13
INV0001590,CUS16472,493745.04,2024-09-23,2024-11-22,0,2025-07-13
INV0001217,CUS42589,647658.95,2025-03-08,2025-05-07,0,2025-07-13
INV0046019,CUS82258,891604.94,2025-01-24,2025-03-25,0,2025-07-13
INV0062461,CUS67304,361683.7,2025-04-28,2025-06-27,0,2025-07-13
INV0070207,CUS93302,568549.53,2025-02-24,2025-04-25,0,2025-07-13
INV0071858,CUS93953,182816.41,2024-09-27,2024-10-27,0,2025-07-13
INV0048586,CUS59876,645393.15,2025-04-30,2025-05-30,0,2025-07-13
INV0063638,CUS82294,740764.0,2025-04-07,2025-05-07,0,2025-07-13
INV0061815,CUS06335,180898.69,2024-12-19,2025-01-18,0,2025-07-13
INV0028855,CUS34958,170099.67,2024-12-11,2025-02-09,0,2025-07-13
INV0048131,CUS41416,980376.04,2025-02-11,2025-04-12,0,2025-07-13
INV0042781,CUS47292,208915.04,2024-11-30,2025-01-29,0,2025-07-13
INV0050858,CUS07107,304308.49,2025-01-07,2025-02-06,0,2025-07-13
INV0026637,CUS34888,323680.83,2024-11-12,2024-12-12,0,2025-07-13
INV0015112,CUS55889,754700.71,2025-01-22,2025-03-23,0,2025-07-13
INV0040660,CUS59380,56413.47,2025-05-11,2025-06-10,0,2025-07-13
INV0036754,CUS96361,755709.03,2025-01-18,2025-03-19,0,2025-07-13
INV0019550,CUS07987,72435.44,2025-01-12,2025-02-11,0,2025-07-13
INV0052759,CUS84832,654867.49,2025-03-23,2025-05-22,0,2025-07-13
INV0005999,CUS35909,631247.93,2025-02-21,2025-03-23,0,2025-07-13
INV0071977,CUS30088,363257.13,2025-06-02,2025-08-01,0,2025-07-13
INV0062162,CUS45597,999153.2,2025-02-20,2025-03-22,0,2025-07-13
INV0037912,CUS80937,990781.45,2024-09-14,2024-11-13,0,2025-07-13
INV0031057,CUS96149,125573.27,2025-04-12,2025-05-12,0,2025-07-13
INV0001240,CUS94799,80929.85,2024-07-23,2024-09-21,0,2025-07-13
INV0012083,CUS92772,660777.58,2024-11-23,2024-12-23,0,2025-07-13
INV0076656,CUS08605,65105.01,2025-04-01,2025-05-01,0,2025-07-13
INV0002009,CUS06726,60722.6,2024-09-29,2024-11-28,0,2025-07-13
INV0068024,CUS73788,638683.26,2025-02-10,2025-03-12,0,2025-07-13
INV0030058,CUS05382,731597.84,2025-03-01,2025-03-31,0,2025-07-13
INV0064496,CUS27704,974436.84,2025-07-11,2025-08-10,0,2025-07-13
INV0007881,CUS98794,658407.66,2025-01-22,2025-02-21,0,2025-07-13
INV0048240,CUS38096,937861.71,2024-09-01,2024-10-31,0,2025-07-13
INV0009196,CUS00267,201949.22,2025-03-21,2025-05-20,0,2025-07-13
INV0049429,CUS83521,519357.72,2025-06-05,2025-08-04,0,2025-07-13
INV0031137,CUS26089,114141.29,2024-07-19,2024-08-18,0,2025-07-13
INV0038414,CUS58209,93171.91,2025-06-23,2025-08-22,0,2025-07-13
INV0056227,CUS53126,215664.99,2024-10-24,2024-12-23,0,2025-07-13
INV0012472,CUS75325,667213.66,2025-07-09,2025-08-08,0,2025-07-13
INV0042117,CUS74321,510508.95,2025-07-03,2025-09-01,0,2025-07-13
INV0045044,CUS11558,112186.43,2024-12-28,2025-01-27,0,2025-07-13
INV0026728,CUS76161,559825.02,2025-04-14,2025-05-14,0,2025-07-13
INV0047573,CUS79728,82741.93,2024-12-13,2025-02-11,0,2025-07-13
INV0004498,CUS73450,228106.34,2024-11-23,2024-12-23,0,2025-07-13
INV0005831,CUS20476,305267.96,2024-09-03,2024-11-02,0,2025-07-13
INV0021217,CUS04502,864015.24,2024-11-11,2024-12-11,0,2025-07-13
INV0067460,CUS45099,116126.93,2024-10-08,2024-11-07,0,2025-07-13
INV0049402,CUS92400,889997.3,2025-07-07,2025-08-06,0,2025-07-13
INV0027727,CUS94804,858698.59,2024-12-21,2025-02-19,0,2025-07-13
INV0073878,CUS07274,257650.3,2025-01-23,2025-02-22,0,2025-07-13
INV0065140,CUS64190,41182.46,2025-06-02,2025-07-02,0,2025-07-13
INV0036299,CUS30665,726122.61,2025-03-08,2025-05-07,0,2025-07-13
INV0059721,CUS28503,197815.39,2024-10-28,2024-12-27,0,2025-07-13
INV0045853,CUS73134,118073.52,2024-09-14,2024-10-14,0,2025-07-13
INV0026257,CUS16810,40456.87,2024-09-10,2024-10-10,0,2025-07-13
INV0071424,CUS92923,473579.59,2025-05-10,2025-07-09,0,2025-07-13
INV0069824,CUS03979,335419.81,2024-12-26,2025-01-25,0,2025-07-13
INV0017512,CUS23246,153184.78,2025-03-23,2025-04-22,0,2025-07-13
INV0018023,CUS52154,317406.6,2025-07-04,2025-08-03,0,2025-07-13
INV0002411,CUS81972,413010.16,2024-12-02,2025-01-31,0,2025-07-13
INV0047353,CUS66252,553962.71,2024-09-07,2024-11-06,0,2025-07-13
INV0078131,CUS63027,770236.78,2024-08-20,2024-09-19,0,2025-07-13
INV0060585,CUS52297,99444.16,2025-04-11,2025-06-10,0,2025-07-13
INV0046030,CUS20115,303997.35,2025-06-13,2025-07-13,0,2025-07-13
INV0036880,CUS80822,427427.43,2025-05-21,2025-06-20,0,2025-07-13
INV0040322,CUS08273,677101.19,2024-11-20,2025-01-19,0,2025-07-13
INV0052571,CUS69804,159611.19,2024-09-06,2024-11-05,0,2025-07-13
INV0048799,CUS60225,515733.86,2024-11-26,2025-01-25,0,2025-07-13
INV0037834,CUS96902,713679.26,2024-08-16,2024-10-15,0,2025-07-13
INV0007364,CUS71189,294182.14,2025-02-17,2025-04-18,0,2025-07-13
INV0069298,CUS01573,93882.02,2024-08-03,2024-09-02,0,2025-07-13
INV0019054,CUS59140,513956.89,2025-02-26,2025-04-27,0,2025-07-13
INV0036194,CUS61986,644681.31,2024-08-26,2024-09-25,0,2025-07-13
INV0039503,CUS32956,800628.54,2025-03-23,2025-05-22,0,2025-07-13
INV0043701,CUS89850,745367.59,2025-04-03,2025-05-03,0,2025-07-13
INV0044361,CUS86812,72596.46,2025-04-19,2025-06-18,0,2025-07-13
INV0074484,CUS39346,181629.83,2025-01-27,2025-03-28,0,2025-07-13
INV0069468,CUS35190,890793.42,2025-02-25,2025-03-27,0,2025-07-13
INV0052489,CUS62313,163025.88,2025-03-05,2025-05-04,0,2025-07-13
INV0058633,CUS71583,726870.09,2025-03-05,2025-04-04,0,2025-07-13
INV0006456,CUS87459,374139.77,2024-09-20,2024-10-20,0,2025-07-13
INV0058940,CUS03039,625413.25,2024-08-14,2024-09-13,0,2025-07-13
INV0010566,CUS19560,627202.71,2025-02-12,2025-03-14,0,2025-07-13
INV0047472,CUS61258,157203.63,2025-01-24,2025-03-25,0,2025-07-13
INV0013594,CUS52110,794169.16,2025-05-27,2025-06-26,0,2025-07-13
INV0068738,CUS20514,319862.94,2025-02-20,2025-04-21,0,2025-07-13
INV0031301,CUS55117,40262.46,2024-09-29,2024-10-29,0,2025-07-13
INV0052057,CUS75318,143180.59,2024-12-16,2025-01-15,0,2025-07-13
INV0052315,CUS06659,346692.2,2024-08-02,2024-10-01,0,2025-07-13
INV0052281,CUS74883,991948.06,2025-02-16,2025-03-18,0,2025-07-13
INV0059852,CUS76925,777506.56,2024-11-05,2025-01-04,0,2025-07-13
INV0067239,CUS03660,585179.63,2025-04-17,2025-05-17,0,2025-07-13
INV0062452,CUS99588,330204.11,2025-03-30,2025-05-29,0,2025-07-13
INV0044142,CUS50069,139600.23,2024-12-24,2025-02-22,0,2025-07-13
INV0045879,CUS38766,392190.83,2024-10-09,2024-11-08,0,2025-07-13
INV0071174,CUS91324,63059.91,2024-07-23,2024-09-21,0,2025-07-13
INV0021984,CUS79758,271540.51,2024-08-29,2024-09-28,0,2025-07-13
INV0077685,CUS49395,96205.64,2024-12-29,2025-01-28,0,2025-07-13
INV0007527,CUS01565,338200.91,2025-05-31,2025-07-30,0,2025-07-13
INV0036844,CUS32148,888768.56,2024-12-22,2025-02-20,0,2025-07-13
INV0011189,CUS51138,122301.55,2025-02-13,2025-04-14,0,2025-07-13
INV0004293,CUS83126,552314.61,2025-03-11,2025-05-10,0,2025-07-13
INV0069405,CUS29433,9230.86,2025-05-14,2025-06-13,0,2025-07-13
INV0057878,CUS75358,955457.56,2024-12-29,2025-02-27,0,2025-07-13
INV0059673,CUS49141,271812.6,2024-10-29,2024-12-28,0,2025-07-13
INV0061371,CUS33103,132021.63,2025-01-22,2025-03-23,0,2025-07-13
INV0021869,CUS34073,175202.14,2024-07-30,2024-08-29,0,2025-07-13
INV0063120,CUS91925,571791.15,2024-09-18,2024-10-18,0,2025-07-13
INV0022749,CUS75175,527507.11,2025-05-08,2025-07-07,0,2025-07-13
INV0053597,CUS85763,88575.06,2025-07-09,2025-08-08,0,2025-07-13
INV0057348,CUS78505,601215.91,2025-05-29,2025-07-28,0,2025-07-13
INV0071979,CUS05640,52723.49,2024-10-30,2024-12-29,0,2025-07-13
INV0042877,CUS58455,330700.57,2025-01-13,2025-02-12,0,2025-07-13
INV0049865,CUS53923,435945.95,2024-11-17,2024-12-17,0,2025-07-13
INV0074903,CUS44447,866709.44,2025-06-30,2025-08-29,0,2025-07-13
INV0042351,CUS31474,501818.86,2025-04-03,2025-06-02,0,2025-07-13
INV0040454,CUS05704,915714.58,2024-09-20,2024-11-19,0,2025-07-13
INV0024126,CUS49838,163505.45,2025-05-22,2025-06-21,0,2025-07-13
INV0031055,CUS71778,498835.57,2024-09-21,2024-11-20,0,2025-07-13
INV0069713,CUS00246,316175.91,2025-04-26,2025-05-26,0,2025-07-13
INV0024409,CUS24569,819899.86,2024-09-27,2024-10-27,0,2025-07-13
INV0066603,CUS19254,677616.6,2024-09-20,2024-10-20,0,2025-07-13
INV0001750,CUS97336,960488.43,2024-11-29,2025-01-28,0,2025-07-13
INV0073081,CUS43905,689817.92,2025-05-12,2025-07-11,0,2025-07-13
INV0010907,CUS98597,631325.27,2025-05-13,2025-06-12,0,2025-07-13
INV0075331,CUS09694,923098.9,2024-09-18,2024-11-17,0,2025-07-13
INV0017681,CUS78652,853186.13,2024-10-26,2024-11-25,0,2025-07-13
INV0078852,CUS88014,414152.86,2025-05-28,2025-07-27,0,2025-07-13
INV0059446,CUS36384,579230.73,2024-08-04,2024-09-03,0,2025-07-13
INV0072275,CUS30906,1853.18,2024-09-15,2024-11-14,0,2025-07-13
INV0011733,CUS46598,306472.08,2025-03-25,2025-04-24,0,2025-07-13
INV0009477,CUS66027,560608.29,2025-03-12,2025-04-11,0,2025-07-13
INV0067269,CUS25517,569508.45,2025-04-23,2025-05-23,0,2025-07-13
INV0004816,CUS78526,988320.49,2025-06-21,2025-07-21,0,2025-07-13
INV0045705,CUS94794,823051.38,2025-02-21,2025-04-22,0,2025-07-13
INV0002627,CUS43921,231243.32,2025-03-08,2025-04-07,0,2025-07-13
INV0066022,CUS36199,21019.04,2025-04-16,2025-06-15,0,2025-07-13
INV0062119,CUS01203,615839.98,2025-02-10,2025-04-11,0,2025-07-13
INV0044401,CUS28266,561716.34,2025-06-18,2025-07-18,0,2025-07-13
INV0062756,CUS88433,555749.72,2025-01-06,2025-03-07,0,2025-07-13
INV0059696,CUS14090,741914.22,2025-03-23,2025-04-22,0,2025-07-13
INV0027262,CUS90395,143130.05,2025-05-18,2025-06-17,0,2025-07-13
INV0007873,CUS72566,67377.08,2025-05-16,2025-07-15,0,2025-07-13
INV0073605,CUS42946,966620.79,2024-12-15,2025-01-14,0,2025-07-13
INV0071694,CUS49731,872811.72,2024-11-16,2024-12-16,0,2025-07-13
INV0055447,CUS92025,966577.43,2024-12-13,2025-01-12,0,2025-07-13
INV0012699,CUS39091,895101.58,2025-01-16,2025-03-17,0,2025-07-13
INV0041915,CUS15868,950860.73,2025-04-25,2025-06-24,0,2025-07-13
INV0028623,CUS68722,37398.09,2025-01-24,2025-03-25,0,2025-07-13
INV0029316,CUS71355,78320.44,2025-04-30,2025-06-29,0,2025-07-13
INV0034120,CUS41344,950266.44,2024-09-19,2024-10-19,0,2025-07-13
INV0034100,CUS70333,585738.97,2025-03-16,2025-05-15,0,2025-07-13
INV0005868,CUS85895,483261.0,2024-11-23,2024-12-23,0,2025-07-13
INV0017953,CUS98112,943418.38,2024-12-29,2025-02-27,0,2025-07-13
INV0003126,CUS36183,295028.59,2025-05-02,2025-07-01,0,2025-07-13
INV0016644,CUS00742,27448.83,2024-12-06,2025-02-04,0,2025-07-13
INV0039429,CUS26804,597072.93,2024-08-27,2024-09-26,0,2025-07-13
INV0008786,CUS31127,473964.01,2024-08-15,2024-09-14,0,2025-07-13
INV0037412,CUS41979,800065.24,2024-11-17,2024-12-17,0,2025-07-13
INV0003207,CUS43434,613958.96,2024-10-01,2024-10-31,0,2025-07-13
INV0035573,CUS17736,698836.35,2024-08-17,2024-10-16,0,2025-07-13
INV0012212,CUS99013,809162.68,2024-07-25,2024-09-23,0,2025-07-13
INV0061018,CUS08201,109625.24,2025-07-07,2025-08-06,0,2025-07-13
INV0016323,CUS28365,471100.44,2024-12-03,2025-02-01,0,2025-07-13
INV0070736,CUS35414,904399.34,2025-04-10,2025-06-09,0,2025-07-13
INV0022937,CUS23882,13332.85,2025-02-26,2025-04-27,0,2025-07-13
INV0036284,CUS41047,339619.73,2024-11-17,2025-01-16,0,2025-07-13
INV0010257,CUS81835,262535.66,2024-09-17,2024-10-17,0,2025-07-13
INV0045098,CUS72601,132787.18,2025-02-21,2025-04-22,0,2025-07-13
INV0068944,CUS40412,683243.85,2024-10-15,2024-11-14,0,2025-07-13
INV0075602,CUS71942,527786.51,2024-07-13,2024-09-11,0,2025-07-13
INV0021619,CUS69200,987210.92,2025-05-13,2025-06-12,0,2025-07-13
INV0007014,CUS38065,758057.89,2025-02-28,2025-04-29,0,2025-07-13
INV0018016,CUS86311,379150.93,2024-08-16,2024-10-15,0,2025-07-13
INV0052178,CUS64477,885878.01,2025-06-04,2025-07-04,0,2025-07-13
INV0011116,CUS28288,51964.04,2025-05-07,2025-06-06,0,2025-07-13
INV0051372,CUS07424,687720.63,2024-08-23,2024-09-22,0,2025-07-13
INV0062780,CUS72639,156470.96,2024-09-25,2024-11-24,0,2025-07-13
INV0030275,CUS99052,633048.1,2025-02-12,2025-04-13,0,2025-07-13
INV0066028,CUS84811,94042.01,2025-02-18,2025-03-20,0,2025-07-13
INV0048578,CUS41039,705887.53,2024-08-14,2024-10-13,0,2025-07-13
INV0018544,CUS32174,716316.4,2025-02-12,2025-04-13,0,2025-07-13
INV0046566,CUS67235,376817.7,2025-05-02,2025-07-01,0,2025-07-13
INV0068624,CUS33834,729885.16,2025-04-10,2025-06-09,0,2025-07-13
INV0023532,CUS61451,839615.61,2025-06-06,2025-07-06,0,2025-07-13
INV0071684,CUS48862,961445.8,2025-03-06,2025-05-05,0,2025-07-13
INV0042551,CUS21382,21978.03,2024-10-27,2024-12-26,0,2025-07-13
