invoice_no,customer_id,amountall,create_date,due_date,status,paid_date
INV0026992,CUS33562,796105.2,2024-07-15,2024-08-14,0,2025-07-12
INV0008129,CUS89727,397574.6,2025-04-11,2025-06-10,0,2025-07-12
INV0015434,CUS39747,478120.07,2024-11-18,2025-01-17,0,2025-07-12
INV0009510,CUS89267,258033.26,2024-09-05,2024-10-05,0,2025-07-12
INV0048397,CUS75218,548896.79,2024-10-28,2024-11-27,0,2025-07-12
INV0005667,CUS79858,87675.49,2024-08-10,2024-09-09,0,2025-07-12
INV0003601,CUS57370,187887.78,2025-01-10,2025-03-11,0,2025-07-12
INV0022138,CUS57798,680079.58,2025-05-25,2025-07-24,0,2025-07-12
INV0018867,CUS81380,661363.29,2025-02-05,2025-03-07,0,2025-07-12
INV0047278,CUS31422,470702.28,2024-08-28,2024-10-27,0,2025-07-12
INV0050488,CUS70543,972348.98,2024-08-11,2024-09-10,0,2025-07-12
INV0025770,CUS35811,195584.64,2025-06-30,2025-08-29,0,2025-07-12
INV0033180,CUS72762,351804.37,2024-07-29,2024-08-28,0,2025-07-12
INV0005643,CUS32115,491167.4,2025-01-22,2025-03-23,0,2025-07-12
INV0056901,CUS58745,164227.14,2025-01-09,2025-02-08,0,2025-07-12
INV0069807,CUS67567,175426.4,2025-04-30,2025-05-30,0,2025-07-12
INV0000105,CUS28791,245338.51,2025-06-13,2025-08-12,0,2025-07-12
INV0002633,CUS30059,236394.52,2025-03-05,2025-05-04,0,2025-07-12
INV0013823,CUS18164,679567.7,2025-02-13,2025-04-14,0,2025-07-12
INV0000680,CUS52220,812576.77,2024-10-22,2024-11-21,0,2025-07-12
INV0022868,CUS16147,915725.23,2024-08-12,2024-09-11,0,2025-07-12
INV0022977,CUS18879,622355.39,2025-01-27,2025-03-28,0,2025-07-12
INV0031255,CUS96591,927887.03,2024-12-23,2025-02-21,0,2025-07-12
INV0057250,CUS88708,363689.8,2024-12-30,2025-01-29,0,2025-07-12
INV0010408,CUS32185,640765.41,2025-02-11,2025-03-13,0,2025-07-12
INV0059258,CUS87836,879146.67,2025-04-19,2025-05-19,0,2025-07-12
INV0009070,CUS82597,813863.49,2024-08-15,2024-09-14,0,2025-07-12
INV0015519,CUS87263,190423.24,2025-05-06,2025-07-05,0,2025-07-12
INV0060792,CUS27246,344830.09,2025-05-02,2025-07-01,0,2025-07-12
INV0080024,CUS59799,465407.0,2024-10-13,2024-11-12,0,2025-07-12
INV0029322,CUS49231,569803.47,2025-02-24,2025-04-25,0,2025-07-12
INV0067708,CUS43633,599479.73,2025-06-17,2025-08-16,0,2025-07-12
INV0034612,CUS81617,860628.27,2024-07-12,2024-09-10,0,2025-07-12
INV0039646,CUS69796,109018.15,2025-02-17,2025-04-18,0,2025-07-12
INV0071041,CUS07564,9323.57,2024-11-27,2025-01-26,0,2025-07-12
INV0079299,CUS05066,54864.76,2025-01-30,2025-03-01,0,2025-07-12
INV0077404,CUS89312,34518.46,2024-09-18,2024-10-18,0,2025-07-12
INV0044368,CUS46591,204107.42,2024-12-10,2025-01-09,0,2025-07-12
INV0018007,CUS94076,415571.8,2025-05-27,2025-07-26,0,2025-07-12
INV0017797,CUS37705,284142.47,2024-09-10,2024-11-09,0,2025-07-12
INV0022314,CUS05049,797005.55,2025-06-16,2025-08-15,0,2025-07-12
INV0012512,CUS18262,580918.46,2024-10-09,2024-12-08,0,2025-07-12
INV0032494,CUS39657,827542.07,2025-01-16,2025-03-17,0,2025-07-12
INV0064608,CUS23288,761804.92,2024-08-23,2024-10-22,0,2025-07-12
INV0010208,CUS72632,206757.21,2025-03-21,2025-04-20,0,2025-07-12
INV0058837,CUS17406,38430.69,2025-01-20,2025-03-21,0,2025-07-12
INV0035897,CUS20670,974385.44,2024-12-21,2025-01-20,0,2025-07-12
INV0021755,CUS52089,556426.64,2025-05-23,2025-07-22,0,2025-07-12
INV0029309,CUS63405,884745.54,2025-02-19,2025-04-20,0,2025-07-12
INV0074322,CUS48092,865315.22,2025-06-12,2025-08-11,0,2025-07-12
INV0080738,CUS59497,368646.01,2025-06-09,2025-07-09,0,2025-07-12
INV0002767,CUS36762,423860.74,2025-02-02,2025-03-04,0,2025-07-12
INV0075443,CUS77004,195903.77,2025-03-17,2025-05-16,0,2025-07-12
INV0039286,CUS47565,5166.39,2024-11-11,2024-12-11,0,2025-07-12
INV0025110,CUS56319,774476.49,2024-09-23,2024-10-23,0,2025-07-12
INV0062520,CUS95397,679600.88,2025-02-26,2025-03-28,0,2025-07-12
INV0018448,CUS79289,929254.47,2024-08-23,2024-09-22,0,2025-07-12
INV0023662,CUS51872,807802.61,2025-06-27,2025-08-26,0,2025-07-12
INV0032199,CUS99887,250183.14,2025-05-26,2025-06-25,0,2025-07-12
INV0060261,CUS91272,51229.67,2025-05-08,2025-07-07,0,2025-07-12
INV0061644,CUS04695,505273.93,2025-04-30,2025-05-30,0,2025-07-12
INV0051472,CUS06506,685261.68,2025-06-12,2025-08-11,0,2025-07-12
INV0064267,CUS57482,590752.68,2025-03-21,2025-05-20,0,2025-07-12
INV0034581,CUS72919,292479.42,2024-10-16,2024-11-15,0,2025-07-12
INV0023909,CUS35722,562792.2,2024-08-01,2024-09-30,0,2025-07-12
INV0019227,CUS27113,325417.73,2024-12-23,2025-02-21,0,2025-07-12
INV0065122,CUS12582,478136.01,2025-06-09,2025-07-09,0,2025-07-12
INV0067016,CUS76522,458659.41,2025-02-20,2025-04-21,0,2025-07-12
INV0076238,CUS34201,654812.56,2024-09-14,2024-11-13,0,2025-07-12
INV0050813,CUS00902,122437.16,2025-03-19,2025-04-18,0,2025-07-12
INV0035478,CUS63546,888735.62,2025-03-24,2025-05-23,0,2025-07-12
INV0059809,CUS93448,915985.02,2024-10-01,2024-11-30,0,2025-07-12
INV0025841,CUS74165,959555.5,2025-04-09,2025-06-08,0,2025-07-12
INV0053357,CUS57070,628877.79,2024-12-14,2025-02-12,0,2025-07-12
INV0080831,CUS04794,976712.47,2024-09-26,2024-11-25,0,2025-07-12
INV0005862,CUS42979,487411.28,2025-06-11,2025-08-10,0,2025-07-12
INV0000871,CUS74375,497940.99,2024-10-24,2024-11-23,0,2025-07-12
INV0078868,CUS81244,422275.15,2024-10-26,2024-11-25,0,2025-07-12
INV0062057,CUS52652,78395.64,2025-06-03,2025-08-02,0,2025-07-12
INV0049223,CUS08659,128843.82,2025-04-06,2025-06-05,0,2025-07-12
INV0048715,CUS09508,998498.58,2024-12-10,2025-01-09,0,2025-07-12
INV0071526,CUS90142,359530.58,2025-05-31,2025-07-30,0,2025-07-12
INV0025604,CUS02972,395676.45,2025-01-16,2025-03-17,0,2025-07-12
INV0006682,CUS79899,961595.31,2025-04-29,2025-05-29,0,2025-07-12
INV0039951,CUS03829,701246.75,2025-06-13,2025-07-13,0,2025-07-12
INV0047404,CUS11399,834857.7,2024-12-15,2025-02-13,0,2025-07-12
INV0047242,CUS53523,454549.45,2024-11-12,2025-01-11,0,2025-07-12
INV0009364,CUS44499,466019.39,2025-01-02,2025-02-01,0,2025-07-12
INV0030445,CUS94521,159142.13,2024-08-10,2024-09-09,0,2025-07-12
INV0029388,CUS87746,819631.88,2024-08-25,2024-09-24,0,2025-07-12
INV0033788,CUS80745,245900.67,2025-01-31,2025-03-02,0,2025-07-12
INV0029657,CUS38922,987859.42,2024-10-18,2024-11-17,0,2025-07-12
INV0003491,CUS02889,160028.72,2025-06-13,2025-08-12,0,2025-07-12
INV0033868,CUS36744,535664.75,2024-10-31,2024-11-30,0,2025-07-12
INV0046922,CUS72939,176629.83,2025-03-27,2025-05-26,0,2025-07-12
INV0042439,CUS49823,526478.48,2025-03-06,2025-05-05,0,2025-07-12
INV0037484,CUS49185,109785.24,2024-09-19,2024-10-19,0,2025-07-12
INV0071966,CUS52535,616350.68,2025-05-07,2025-06-06,0,2025-07-12
INV0023294,CUS91920,343034.39,2024-11-29,2025-01-28,0,2025-07-12
INV0016457,CUS90521,317720.95,2024-12-20,2025-01-19,0,2025-07-12
INV0024707,CUS20573,555227.5,2025-05-14,2025-06-13,0,2025-07-12
INV0047808,CUS33314,416303.06,2024-09-24,2024-11-23,0,2025-07-12
INV0071776,CUS29640,970682.91,2025-01-01,2025-03-02,0,2025-07-12
INV0060093,CUS81555,17839.03,2024-08-26,2024-10-25,0,2025-07-12
INV0049764,CUS79691,605821.55,2025-06-24,2025-08-23,0,2025-07-12
INV0057566,CUS31300,669265.07,2024-12-13,2025-01-12,0,2025-07-12
INV0004837,CUS50735,272434.79,2025-05-30,2025-06-29,0,2025-07-12
INV0039007,CUS32046,988076.89,2024-08-05,2024-09-04,0,2025-07-12
INV0009571,CUS39608,456423.31,2025-03-28,2025-04-27,0,2025-07-12
INV0003776,CUS03118,571968.24,2025-03-06,2025-04-05,0,2025-07-12
INV0074347,CUS57243,758604.17,2025-04-25,2025-06-24,0,2025-07-12
INV0079390,CUS84952,754083.23,2025-01-19,2025-02-18,0,2025-07-12
INV0032905,CUS94238,307961.15,2024-08-09,2024-09-08,0,2025-07-12
INV0003930,CUS04207,112045.68,2025-03-29,2025-04-28,0,2025-07-12
INV0057267,CUS98971,46102.52,2024-12-18,2025-02-16,0,2025-07-12
INV0046371,CUS84041,759749.95,2025-05-10,2025-06-09,0,2025-07-12
INV0077391,CUS50286,893297.17,2024-09-06,2024-10-06,0,2025-07-12
INV0007420,CUS22121,607320.36,2024-08-12,2024-09-11,0,2025-07-12
INV0011148,CUS98615,245123.16,2024-08-21,2024-10-20,0,2025-07-12
INV0034204,CUS56896,502372.7,2025-04-23,2025-06-22,0,2025-07-12
INV0053007,CUS85463,476510.66,2025-04-24,2025-06-23,0,2025-07-12
INV0051679,CUS52258,570665.74,2024-08-23,2024-10-22,0,2025-07-12
INV0036214,CUS71464,953864.45,2024-07-19,2024-09-17,0,2025-07-12
INV0001998,CUS90506,321579.67,2024-08-11,2024-10-10,0,2025-07-12
INV0032427,CUS19002,321925.66,2024-11-22,2025-01-21,0,2025-07-12
INV0023052,CUS13278,400012.03,2025-02-18,2025-03-20,0,2025-07-12
INV0022585,CUS08361,557343.3,2024-07-25,2024-08-24,0,2025-07-12
INV0022676,CUS87162,354086.26,2025-03-08,2025-04-07,0,2025-07-12
INV0049310,CUS38222,494211.11,2024-12-21,2025-01-20,0,2025-07-12
INV0000890,CUS78643,958267.9,2024-10-04,2024-11-03,0,2025-07-12
INV0012959,CUS33129,412163.85,2025-02-11,2025-03-13,0,2025-07-12
INV0030072,CUS94281,903632.85,2025-03-13,2025-05-12,0,2025-07-12
INV0041108,CUS06115,340531.11,2025-02-26,2025-04-27,0,2025-07-12
INV0001487,CUS40857,641410.17,2024-07-26,2024-08-25,0,2025-07-12
INV0008305,CUS95552,141037.78,2025-01-09,2025-02-08,0,2025-07-12
INV0029665,CUS80547,590868.97,2024-09-01,2024-10-01,0,2025-07-12
INV0033594,CUS73025,480939.48,2025-02-19,2025-04-20,0,2025-07-12
INV0029797,CUS75077,239209.68,2024-09-05,2024-11-04,0,2025-07-12
INV0012010,CUS46602,802735.37,2025-01-27,2025-03-28,0,2025-07-12
INV0071095,CUS22430,150288.93,2025-03-11,2025-04-10,0,2025-07-12
INV0057828,CUS79534,509764.75,2025-06-10,2025-08-09,0,2025-07-12
INV0031567,CUS90859,767735.96,2024-09-12,2024-11-11,0,2025-07-12
INV0021848,CUS70883,735610.57,2025-06-02,2025-07-02,0,2025-07-12
INV0010202,CUS48584,120797.71,2024-11-06,2024-12-06,0,2025-07-12
INV0042134,CUS00326,875368.14,2024-09-12,2024-10-12,0,2025-07-12
INV0004520,CUS10351,965784.49,2025-01-14,2025-02-13,0,2025-07-12
INV0033739,CUS87545,131236.21,2025-05-23,2025-06-22,0,2025-07-12
INV0068551,CUS44520,790845.97,2025-01-17,2025-02-16,0,2025-07-12
INV0048074,CUS24787,263465.9,2025-02-04,2025-03-06,0,2025-07-12
INV0061055,CUS25838,884091.25,2025-02-19,2025-03-21,0,2025-07-12
INV0009798,CUS36825,785562.7,2024-08-11,2024-10-10,0,2025-07-12
INV0048954,CUS27766,677846.46,2025-04-27,2025-06-26,0,2025-07-12
INV0058774,CUS25481,307455.71,2024-10-27,2024-12-26,0,2025-07-12
INV0005511,CUS46412,982351.81,2025-05-09,2025-06-08,0,2025-07-12
INV0051061,CUS97974,164551.24,2024-09-27,2024-10-27,0,2025-07-12
INV0012130,CUS08969,233690.12,2024-11-29,2024-12-29,0,2025-07-12
INV0063720,CUS37725,334835.49,2024-09-25,2024-10-25,0,2025-07-12
INV0004171,CUS77987,87636.09,2024-09-22,2024-10-22,0,2025-07-12
INV0041280,CUS67531,901105.07,2025-02-26,2025-04-27,0,2025-07-12
INV0065493,CUS81649,242042.36,2025-02-15,2025-04-16,0,2025-07-12
INV0016760,CUS11759,25728.87,2024-10-14,2024-11-13,0,2025-07-12
INV0070599,CUS94786,111255.42,2025-02-14,2025-04-15,0,2025-07-12
INV0080091,CUS07326,939942.99,2025-03-27,2025-04-26,0,2025-07-12
INV0033960,CUS43153,513155.44,2024-09-24,2024-11-23,0,2025-07-12
INV0019068,CUS68689,353750.25,2024-12-08,2025-02-06,0,2025-07-12
INV0016494,CUS08846,882228.79,2024-08-08,2024-09-07,0,2025-07-12
INV0063929,CUS13154,486359.82,2025-03-04,2025-05-03,0,2025-07-12
INV0060847,CUS69497,83308.21,2025-04-23,2025-06-22,0,2025-07-12
INV0031469,CUS05685,510832.83,2025-04-10,2025-05-10,0,2025-07-12
INV0000481,CUS90407,97572.14,2025-03-03,2025-04-02,0,2025-07-12
INV0012906,CUS61489,806310.78,2025-02-25,2025-03-27,0,2025-07-12
INV0041840,CUS13003,330265.33,2024-08-19,2024-09-18,0,2025-07-12
INV0023278,CUS58062,426736.31,2024-07-13,2024-08-12,0,2025-07-12
INV0024757,CUS04706,841803.14,2025-03-07,2025-05-06,0,2025-07-12
INV0070751,CUS04319,624411.27,2025-04-05,2025-05-05,0,2025-07-12
INV0013713,CUS00366,495787.51,2025-01-19,2025-03-20,0,2025-07-12
INV0009857,CUS99893,769104.47,2025-01-21,2025-02-20,0,2025-07-12
INV0048768,CUS72247,789681.86,2025-06-12,2025-07-12,0,2025-07-12
INV0026405,CUS14558,498140.72,2024-11-19,2024-12-19,0,2025-07-12
INV0010338,CUS93942,333412.9,2025-03-13,2025-04-12,0,2025-07-12
INV0063362,CUS40964,785725.59,2024-10-14,2024-11-13,0,2025-07-12
INV0077884,CUS41217,851301.05,2024-08-22,2024-09-21,0,2025-07-12
INV0003030,CUS87666,410879.93,2025-01-15,2025-03-16,0,2025-07-12
INV0013036,CUS84660,964774.2,2024-11-29,2024-12-29,0,2025-07-12
INV0008246,CUS36400,192836.57,2024-08-15,2024-09-14,0,2025-07-12
INV0064419,CUS33728,524796.2,2025-04-03,2025-06-02,0,2025-07-12
INV0028998,CUS17593,827063.2,2025-01-23,2025-03-24,0,2025-07-12
INV0055009,CUS74177,638841.16,2025-07-02,2025-08-31,0,2025-07-12
INV0080072,CUS41042,127179.95,2024-07-16,2024-09-14,0,2025-07-12
INV0045397,CUS60262,769070.0,2024-12-21,2025-02-19,0,2025-07-12
INV0076583,CUS51095,554595.45,2025-04-18,2025-06-17,0,2025-07-12
INV0073837,CUS78170,178102.92,2025-07-05,2025-08-04,0,2025-07-12
INV0059655,CUS00397,487874.93,2024-07-31,2024-09-29,0,2025-07-12
INV0007143,CUS97670,152147.95,2025-03-16,2025-05-15,0,2025-07-12
INV0074420,CUS82261,507260.18,2024-10-30,2024-11-29,0,2025-07-12
INV0047905,CUS17467,422155.71,2025-05-17,2025-06-16,0,2025-07-12
INV0078879,CUS17477,762794.21,2024-08-13,2024-09-12,0,2025-07-12
INV0019930,CUS18032,143049.88,2025-05-18,2025-06-17,0,2025-07-12
INV0020215,CUS46302,806955.21,2024-10-26,2024-11-25,0,2025-07-12
INV0056014,CUS41145,490766.29,2025-06-30,2025-08-29,0,2025-07-12
INV0020324,CUS21355,76389.71,2024-08-30,2024-09-29,0,2025-07-12
INV0023778,CUS69497,495860.62,2024-12-03,2025-01-02,0,2025-07-12
INV0050238,CUS56345,740227.11,2025-07-07,2025-08-06,0,2025-07-12
INV0018308,CUS59810,784745.89,2024-11-08,2024-12-08,0,2025-07-12
INV0027885,CUS83707,979189.08,2024-12-06,2025-01-05,0,2025-07-12
INV0009405,CUS09451,287386.29,2025-02-12,2025-04-13,0,2025-07-12
INV0038602,CUS42290,449154.62,2025-04-08,2025-06-07,0,2025-07-12
INV0011103,CUS88857,487312.14,2024-11-11,2025-01-10,0,2025-07-12
INV0005674,CUS07268,380789.46,2025-06-24,2025-08-23,0,2025-07-12
INV0046972,CUS89558,822675.66,2024-12-09,2025-01-08,0,2025-07-12
INV0044085,CUS23019,844047.86,2024-11-12,2025-01-11,0,2025-07-12
INV0019577,CUS64845,882686.03,2024-10-27,2024-12-26,0,2025-07-12
INV0038279,CUS16091,791399.52,2024-10-21,2024-11-20,0,2025-07-12
INV0063766,CUS11689,149292.38,2024-11-01,2024-12-31,0,2025-07-12
INV0041215,CUS29459,276903.73,2025-02-15,2025-03-17,0,2025-07-12
INV0068875,CUS95020,829324.87,2025-04-10,2025-06-09,0,2025-07-12
INV0035489,CUS52711,837991.39,2024-11-17,2025-01-16,0,2025-07-12
INV0019575,CUS73230,685282.32,2024-12-02,2025-01-31,0,2025-07-12
INV0071164,CUS07537,493807.11,2024-09-05,2024-10-05,0,2025-07-12
INV0002909,CUS97909,621017.9,2024-11-12,2025-01-11,0,2025-07-12
INV0080244,CUS06414,41400.84,2024-11-08,2024-12-08,0,2025-07-12
INV0056590,CUS88309,493966.51,2024-08-14,2024-10-13,0,2025-07-12
INV0027593,CUS18663,665307.21,2025-06-23,2025-07-23,0,2025-07-12
INV0009621,CUS84877,568431.58,2025-06-07,2025-08-06,0,2025-07-12
INV0057090,CUS44283,137077.49,2024-08-22,2024-09-21,0,2025-07-12
INV0017730,CUS49030,587639.57,2024-12-09,2025-01-08,0,2025-07-12
INV0015637,CUS98599,239215.32,2024-07-29,2024-08-28,0,2025-07-12
INV0057095,CUS93733,990128.24,2025-05-31,2025-06-30,0,2025-07-12
INV0013209,CUS86613,584590.72,2024-09-02,2024-11-01,0,2025-07-12
INV0004625,CUS13237,762188.56,2024-10-03,2024-11-02,0,2025-07-12
INV0049046,CUS63578,95694.76,2024-12-14,2025-01-13,0,2025-07-12
INV0004664,CUS61890,162178.24,2024-09-03,2024-11-02,0,2025-07-12
INV0046510,CUS10133,158638.07,2024-10-17,2024-11-16,0,2025-07-12
INV0039130,CUS26420,12949.55,2024-10-03,2024-11-02,0,2025-07-12
INV0035155,CUS73898,158117.98,2025-01-23,2025-03-24,0,2025-07-12
INV0064005,CUS42711,712702.31,2024-09-12,2024-11-11,0,2025-07-12
INV0055327,CUS14125,216258.33,2024-11-11,2025-01-10,0,2025-07-12
INV0076471,CUS80481,861855.06,2025-02-19,2025-04-20,0,2025-07-12
INV0000774,CUS84367,207824.41,2025-01-08,2025-03-09,0,2025-07-12
INV0024721,CUS47865,357189.29,2025-02-22,2025-04-23,0,2025-07-12
INV0003258,CUS64547,732551.46,2024-09-25,2024-10-25,0,2025-07-12
INV0042119,CUS96404,213009.55,2025-04-24,2025-06-23,0,2025-07-12
INV0060348,CUS13242,255885.93,2025-06-30,2025-08-29,0,2025-07-12
INV0011256,CUS94361,87131.93,2024-07-13,2024-09-11,0,2025-07-12
INV0021190,CUS81581,389016.59,2025-03-02,2025-05-01,0,2025-07-12
INV0027480,CUS22341,167073.68,2025-02-04,2025-03-06,0,2025-07-12
INV0010248,CUS85567,219551.67,2025-01-09,2025-03-10,0,2025-07-12
INV0057561,CUS28330,210399.49,2024-09-07,2024-10-07,0,2025-07-12
INV0024039,CUS67187,701977.1,2025-07-01,2025-08-30,0,2025-07-12
INV0008485,CUS40667,311627.12,2025-03-21,2025-05-20,0,2025-07-12
INV0028522,CUS01412,541076.55,2024-11-09,2025-01-08,0,2025-07-12
INV0011015,CUS31187,342517.53,2024-11-08,2024-12-08,0,2025-07-12
INV0066926,CUS28641,121639.12,2025-06-04,2025-07-04,0,2025-07-12
INV0047488,CUS57181,896937.76,2024-10-14,2024-11-13,0,2025-07-12
INV0059146,CUS94936,480663.47,2024-10-04,2024-12-03,0,2025-07-12
INV0026223,CUS53071,695022.71,2025-05-14,2025-06-13,0,2025-07-12
INV0010758,CUS95045,372195.71,2024-12-01,2025-01-30,0,2025-07-12
INV0060909,CUS98267,756081.15,2024-11-06,2024-12-06,0,2025-07-12
INV0035612,CUS30043,686064.92,2025-05-02,2025-06-01,0,2025-07-12
INV0039513,CUS68736,742508.07,2025-04-27,2025-06-26,0,2025-07-12
INV0049144,CUS63632,217059.21,2024-11-09,2025-01-08,0,2025-07-12
INV0070906,CUS58911,234912.13,2025-01-06,2025-03-07,0,2025-07-12
INV0033047,CUS42267,186296.33,2024-08-23,2024-09-22,0,2025-07-12
INV0077941,CUS06239,81389.37,2025-01-06,2025-03-07,0,2025-07-12
INV0057768,CUS41776,680889.02,2025-05-21,2025-07-20,0,2025-07-12
INV0049497,CUS80706,283431.42,2025-01-19,2025-02-18,0,2025-07-12
INV0061598,CUS97848,691496.2,2024-08-10,2024-09-09,0,2025-07-12
INV0011879,CUS59909,38741.64,2024-07-26,2024-09-24,0,2025-07-12
INV0014146,CUS29059,971952.59,2024-12-07,2025-02-05,0,2025-07-12
INV0041313,CUS04308,865088.04,2024-12-04,2025-01-03,0,2025-07-12
INV0068706,CUS30882,768868.08,2025-02-15,2025-03-17,0,2025-07-12
INV0039115,CUS99707,872159.19,2025-06-07,2025-07-07,0,2025-07-12
INV0064463,CUS25026,914771.39,2024-11-03,2025-01-02,0,2025-07-12
INV0033881,CUS87194,737624.4,2024-10-17,2024-11-16,0,2025-07-12
INV0015252,CUS17643,343230.85,2025-02-20,2025-04-21,0,2025-07-12
INV0068646,CUS92986,106523.46,2025-05-26,2025-06-25,0,2025-07-12
INV0064668,CUS76439,480051.21,2024-07-17,2024-08-16,0,2025-07-12
INV0006631,CUS63395,114768.22,2025-06-22,2025-08-21,0,2025-07-12
INV0040188,CUS28143,286514.65,2024-07-31,2024-08-30,0,2025-07-12
INV0041150,CUS75710,130823.27,2024-10-04,2024-11-03,0,2025-07-12
INV0050675,CUS72290,980228.95,2025-03-30,2025-05-29,0,2025-07-12
INV0019243,CUS22913,70322.49,2025-02-15,2025-04-16,0,2025-07-12
INV0023194,CUS90968,744605.01,2025-06-13,2025-08-12,0,2025-07-12
INV0063670,CUS35486,117960.88,2024-08-14,2024-09-13,0,2025-07-12
INV0035591,CUS43683,553447.14,2024-09-17,2024-11-16,0,2025-07-12
INV0012467,CUS11796,271975.52,2025-05-10,2025-07-09,0,2025-07-12
INV0016095,CUS99172,899455.8,2024-12-06,2025-01-05,0,2025-07-12
INV0015578,CUS28785,567802.45,2025-06-03,2025-08-02,0,2025-07-12
INV0050898,CUS57388,149827.7,2025-03-30,2025-04-29,0,2025-07-12
INV0044740,CUS67959,851637.42,2024-12-06,2025-01-05,0,2025-07-12
INV0056900,CUS33935,93944.06,2025-02-06,2025-04-07,0,2025-07-12
INV0018246,CUS59638,708606.77,2024-09-27,2024-11-26,0,2025-07-12
INV0036885,CUS71156,28609.16,2025-03-30,2025-05-29,0,2025-07-12
INV0077103,CUS23828,292272.89,2024-07-23,2024-09-21,0,2025-07-12
INV0053707,CUS38771,767344.93,2024-07-25,2024-08-24,0,2025-07-12
INV0013999,CUS13019,269500.26,2025-01-21,2025-02-20,0,2025-07-12
INV0077131,CUS34437,253080.29,2024-11-26,2025-01-25,0,2025-07-12
INV0067414,CUS17006,645727.44,2025-06-23,2025-07-23,0,2025-07-12
INV0022884,CUS30626,342075.31,2025-04-22,2025-06-21,0,2025-07-12
INV0013738,CUS63056,346793.13,2024-11-28,2024-12-28,0,2025-07-12
INV0006207,CUS98770,870727.61,2025-07-02,2025-08-01,0,2025-07-12
INV0033488,CUS60047,626414.05,2025-04-20,2025-06-19,0,2025-07-12
INV0030615,CUS72671,656747.78,2024-12-13,2025-01-12,0,2025-07-12
INV0022634,CUS47548,811641.93,2025-04-15,2025-05-15,0,2025-07-12
INV0020280,CUS13907,479263.78,2025-01-22,2025-02-21,0,2025-07-12
INV0011835,CUS95451,821995.68,2024-12-19,2025-02-17,0,2025-07-12
INV0007707,CUS73254,908988.72,2024-07-25,2024-08-24,0,2025-07-12
INV0023608,CUS75532,667926.45,2025-05-31,2025-06-30,0,2025-07-12
INV0041650,CUS64127,536426.34,2024-12-07,2025-02-05,0,2025-07-12
INV0041498,CUS31253,978030.55,2025-02-04,2025-03-06,0,2025-07-12
INV0047632,CUS85660,415607.53,2025-03-21,2025-05-20,0,2025-07-12
INV0071753,CUS59965,63229.75,2024-08-07,2024-10-06,0,2025-07-12
INV0065926,CUS00545,691395.82,2024-09-02,2024-11-01,0,2025-07-12
INV0024866,CUS36848,659660.63,2024-09-13,2024-10-13,0,2025-07-12
INV0064220,CUS27829,364974.88,2025-03-18,2025-04-17,0,2025-07-12
INV0079714,CUS57616,761264.61,2024-12-11,2025-01-10,0,2025-07-12
INV0011227,CUS37485,219232.64,2025-04-30,2025-05-30,0,2025-07-12
INV0049592,CUS54411,987784.38,2025-07-03,2025-09-01,0,2025-07-12
INV0020386,CUS61315,106809.76,2025-04-01,2025-05-01,0,2025-07-12
INV0049902,CUS49761,84555.88,2024-08-29,2024-10-28,0,2025-07-12
INV0059366,CUS68594,158649.07,2024-09-05,2024-11-04,0,2025-07-12
INV0016889,CUS03279,234621.21,2025-02-07,2025-03-09,0,2025-07-12
INV0076722,CUS92301,206296.2,2025-07-10,2025-09-08,0,2025-07-12
INV0032355,CUS97130,817250.26,2024-10-03,2024-12-02,0,2025-07-12
INV0012418,CUS77129,256768.36,2024-08-12,2024-09-11,0,2025-07-12
INV0021854,CUS23683,3524.09,2025-05-04,2025-06-03,0,2025-07-12
INV0026714,CUS34731,718794.22,2025-01-05,2025-03-06,0,2025-07-12
INV0060805,CUS87449,192683.49,2025-01-31,2025-04-01,0,2025-07-12
INV0008200,CUS57960,56365.19,2024-11-06,2025-01-05,0,2025-07-12
INV0044505,CUS54101,453981.7,2024-08-18,2024-09-17,0,2025-07-12
INV0055450,CUS13902,530019.51,2025-02-17,2025-04-18,0,2025-07-12
INV0070208,CUS56186,490196.68,2025-01-05,2025-02-04,0,2025-07-12
INV0037568,CUS50395,847991.43,2024-09-22,2024-10-22,0,2025-07-12
INV0038955,CUS64086,707619.9,2025-05-06,2025-06-05,0,2025-07-12
INV0037739,CUS39439,229652.4,2025-01-19,2025-02-18,0,2025-07-12
INV0049899,CUS04515,895818.69,2025-02-09,2025-03-11,0,2025-07-12
INV0076609,CUS61822,37124.81,2025-05-16,2025-06-15,0,2025-07-12
INV0034696,CUS43290,351045.46,2024-07-28,2024-09-26,0,2025-07-12
INV0079303,CUS69001,879399.43,2025-05-24,2025-07-23,0,2025-07-12
INV0002101,CUS00417,736882.36,2024-11-25,2024-12-25,0,2025-07-12
INV0029012,CUS93185,855481.21,2025-06-22,2025-07-22,0,2025-07-12
INV0001629,CUS59339,565360.44,2024-10-12,2024-12-11,0,2025-07-12
INV0015777,CUS59296,619782.93,2025-02-27,2025-04-28,0,2025-07-12
INV0002788,CUS16902,616871.68,2025-04-26,2025-05-26,0,2025-07-12
INV0059558,CUS92086,922353.2,2025-05-11,2025-07-10,0,2025-07-12
INV0049988,CUS79085,338149.98,2025-07-12,2025-09-10,0,2025-07-12
INV0040162,CUS05796,393495.11,2025-06-23,2025-08-22,0,2025-07-12
INV0063427,CUS85664,550330.09,2025-04-15,2025-05-15,0,2025-07-12
INV0053298,CUS54311,606548.71,2024-08-29,2024-10-28,0,2025-07-12
