customer_id,total_open_amount,total_paid_amount,avg_past_due_days,late_payment_percentage,payment_behavior_tag
CUS33088,250911.45,0.0,177.5,0.0,Late Payer
CUS33089,355480.17,0.0,304.0,0.0,Late Payer
CUS33090,348439.39,0.0,194.0,0.0,Late Payer
CUS33092,996606.65,0.0,84.0,0.0,Late Payer
CUS33093,674255.62,0.0,300.0,0.0,Late Payer
CUS33096,569663.17,0.0,220.0,0.0,Late Payer
CUS33099,1625160.1099999999,0.0,110.5,0.0,Late Payer
CUS33100,664439.12,0.0,215.0,0.0,Late Payer
CUS33101,192992.82,0.0,173.0,0.0,Late Payer
CUS33103,132021.63,0.0,111.0,0.0,Late Payer
CUS33105,548791.55,0.0,164.5,0.0,Late Payer
CUS33106,785192.56,0.0,89.0,0.0,Late Payer
CUS33108,539373.22,0.0,161.0,0.0,Late Payer
CUS33109,645082.83,0.0,146.0,0.0,Late Payer
CUS33111,934312.98,0.0,176.0,0.0,Late Payer
CUS33114,1011607.1299999999,0.0,74.75,0.0,Late Payer
CUS33123,351617.89,0.0,86.0,0.0,Late Payer
CUS33124,771504.64,0.0,55.0,0.0,Late Payer
CUS33125,707143.6,0.0,-37.0,0.0,Early Payer
CUS33126,482391.48,0.0,63.0,0.0,Late Payer
CUS33127,40397.77,0.0,279.0,0.0,Late Payer
CUS33128,932350.91,747729.75,96.0,100.0,Late Payer
CUS33129,811930.75,412163.85,222.0,100.0,Late Payer
CUS33131,1245444.18,0.0,127.67,0.0,Late Payer
CUS33132,304680.79,0.0,-4.0,0.0,On-Time
CUS33135,1252286.51,359410.47,260.5,100.0,Late Payer
CUS33137,142472.94,518514.28,272.0,100.0,Late Payer
CUS33140,511253.37,0.0,187.0,0.0,Late Payer
CUS33144,1105442.1600000001,0.0,215.5,0.0,Late Payer
CUS33146,854944.93,0.0,292.0,0.0,Late Payer
CUS33149,779058.73,0.0,138.0,0.0,Late Payer
CUS33152,1006195.3300000001,0.0,293.5,0.0,Late Payer
CUS33155,981239.82,0.0,77.0,0.0,Late Payer
CUS33158,610369.03,0.0,16.0,0.0,Late Payer
CUS33159,503724.68,0.0,-3.0,0.0,On-Time
CUS33160,422837.67,0.0,-19.0,0.0,Early Payer
CUS33166,770166.7000000001,52794.05,37.5,100.0,Late Payer
CUS33168,1103642.5,0.0,158.5,0.0,Late Payer
CUS33169,213206.37,0.0,194.0,0.0,Late Payer
CUS33171,1521658.52,0.0,137.5,0.0,Late Payer
CUS33174,699890.5,0.0,38.0,0.0,Late Payer
CUS33175,408645.77,0.0,259.0,0.0,Late Payer
CUS33177,994381.69,488306.11,312.0,100.0,Late Payer
CUS33178,269928.15,0.0,253.0,0.0,Late Payer
CUS33181,667579.29,0.0,114.0,0.0,Late Payer
CUS33182,670612.06,0.0,99.0,0.0,Late Payer
CUS33183,194075.6,0.0,-16.0,0.0,Early Payer
CUS33191,698595.95,69587.46,-19.0,100.0,Early Payer
CUS33193,205532.83,0.0,302.0,0.0,Late Payer
CUS33195,612172.59,0.0,-38.0,0.0,Early Payer
CUS33196,623979.91,0.0,335.0,0.0,Late Payer
CUS33197,612747.13,0.0,167.0,0.0,Late Payer
CUS33198,376492.32,0.0,111.0,0.0,Late Payer
CUS33201,130330.36,0.0,304.0,0.0,Late Payer
CUS33204,972735.54,0.0,115.67,0.0,Late Payer
CUS33205,208176.93,0.0,7.0,0.0,On-Time
CUS33206,161280.51,0.0,162.0,0.0,Late Payer
CUS33207,116682.58,0.0,18.0,0.0,Late Payer
CUS33210,22867.79,0.0,172.0,0.0,Late Payer
CUS33212,1569118.5899999999,0.0,146.0,0.0,Late Payer
CUS33213,535227.19,0.0,31.0,0.0,Late Payer
CUS33214,729141.39,0.0,321.0,0.0,Late Payer
CUS33216,690525.58,0.0,296.0,0.0,Late Payer
CUS33220,753168.39,0.0,221.0,0.0,Late Payer
CUS33224,2031525.0699999998,0.0,184.67,0.0,Late Payer
CUS33225,32468.57,0.0,87.0,0.0,Late Payer
CUS33226,959372.44,0.0,267.0,0.0,Late Payer
CUS33227,695057.48,0.0,154.5,0.0,Late Payer
CUS33228,854354.31,0.0,0.0,0.0,On-Time
CUS33231,754605.75,0.0,276.0,0.0,Late Payer
CUS33232,185505.03,0.0,-37.0,0.0,Early Payer
CUS33233,587768.93,0.0,-9.0,0.0,Early Payer
CUS33234,840651.89,0.0,190.0,0.0,Late Payer
CUS33235,642966.86,0.0,22.0,0.0,Late Payer
CUS33236,1220216.71,0.0,154.5,0.0,Late Payer
CUS33238,898578.98,0.0,277.0,0.0,Late Payer
CUS33239,990049.3,0.0,111.0,0.0,Late Payer
CUS33242,928607.47,0.0,-1.0,0.0,On-Time
CUS33245,438197.95,0.0,170.0,0.0,Late Payer
CUS33247,617543.88,0.0,272.0,0.0,Late Payer
CUS33248,2786381.76,0.0,156.25,0.0,Late Payer
CUS33249,1041803.6799999999,0.0,91.5,0.0,Late Payer
CUS33250,83372.79,0.0,242.0,0.0,Late Payer
CUS33251,512072.46,0.0,39.0,0.0,Late Payer
CUS33253,851838.78,0.0,-45.0,0.0,Early Payer
CUS33254,1157267.52,0.0,226.0,0.0,Late Payer
CUS33256,763826.8999999999,968221.42,227.0,0.0,Late Payer
CUS33258,721282.85,0.0,242.0,0.0,Late Payer
CUS33260,1145858.92,0.0,80.0,0.0,Late Payer
CUS33262,550515.13,0.0,248.0,0.0,Late Payer
CUS33263,355701.1,614137.64,39.5,100.0,Late Payer
CUS33264,923838.75,0.0,211.0,0.0,Late Payer
CUS33269,270091.38,0.0,179.0,0.0,Late Payer
CUS33271,683514.51,0.0,-24.0,0.0,Early Payer
CUS33272,962359.48,0.0,15.0,0.0,Late Payer
CUS33274,328542.77,0.0,144.0,0.0,Late Payer
CUS33278,30160.22,0.0,-6.0,0.0,Early Payer
CUS33280,108748.25,0.0,85.0,0.0,Late Payer
CUS33283,154880.52,0.0,31.0,0.0,Late Payer
CUS33284,210113.19,0.0,46.0,0.0,Late Payer
CUS33285,700820.6799999999,0.0,31.0,0.0,Late Payer
CUS33287,891708.6,0.0,230.0,0.0,Late Payer
CUS33289,966797.99,0.0,201.25,0.0,Late Payer
CUS33291,1584189.23,0.0,50.0,0.0,Late Payer
CUS33292,989503.38,0.0,120.5,0.0,Late Payer
CUS33293,118312.06,731478.96,78.0,0.0,Late Payer
CUS33295,1449087.93,344243.54,50.5,0.0,Late Payer
CUS33296,609465.48,0.0,197.0,0.0,Late Payer
CUS33298,790008.83,0.0,157.0,0.0,Late Payer
CUS33299,562155.88,0.0,112.0,0.0,Late Payer
CUS33305,250573.31,0.0,335.0,0.0,Late Payer
CUS33307,521676.39,0.0,32.0,0.0,Late Payer
CUS33311,154231.27,0.0,70.0,0.0,Late Payer
CUS33312,907665.49,0.0,130.0,0.0,Late Payer
CUS33313,1152117.84,0.0,73.33,0.0,Late Payer
CUS33318,1314769.42,886427.99,70.0,100.0,Late Payer
CUS33319,295485.89999999997,0.0,-9.5,0.0,Early Payer
CUS33320,1451561.48,0.0,82.67,0.0,Late Payer
CUS33322,524349.02,0.0,258.0,0.0,Late Payer
CUS33323,720270.18,0.0,310.0,0.0,Late Payer
CUS33327,757878.82,0.0,118.0,0.0,Late Payer
CUS33335,342736.95,0.0,-49.0,0.0,Early Payer
CUS33337,785308.94,903515.65,221.0,0.0,Late Payer
CUS33338,116658.17,0.0,245.0,0.0,Late Payer
CUS33339,948070.7999999999,0.0,53.67,0.0,Late Payer
CUS33340,248247.81,0.0,190.0,0.0,Late Payer
CUS33342,1501918.83,0.0,245.0,0.0,Late Payer
CUS33344,1218284.64,0.0,194.0,0.0,Late Payer
CUS33345,1380529.08,0.0,231.0,0.0,Late Payer
CUS33346,1092696.49,474652.11,172.0,100.0,Late Payer
CUS33350,2453959.3499999996,0.0,91.67,0.0,Late Payer
CUS33354,1460648.95,0.0,110.0,0.0,Late Payer
CUS33355,1429084.71,0.0,56.0,0.0,Late Payer
CUS33357,532668.82,0.0,175.0,0.0,Late Payer
CUS33360,561271.78,862530.64,280.0,100.0,Late Payer
CUS33362,981092.63,0.0,114.0,0.0,Late Payer
CUS33366,43364.13,0.0,197.0,0.0,Late Payer
CUS33367,379925.55,0.0,43.0,0.0,Late Payer
CUS33369,700172.86,0.0,200.0,0.0,Late Payer
CUS33373,202801.37,0.0,131.0,0.0,Late Payer
CUS33381,374785.09,0.0,98.0,0.0,Late Payer
CUS33384,962040.13,0.0,312.0,0.0,Late Payer
CUS33385,807834.4,0.0,293.0,0.0,Late Payer
CUS33386,975059.21,0.0,22.5,0.0,Late Payer
CUS33387,689133.77,0.0,182.0,0.0,Late Payer
CUS33395,424933.2,0.0,113.0,0.0,Late Payer
CUS33398,822482.43,0.0,216.0,0.0,Late Payer
CUS33399,371011.81,0.0,52.0,0.0,Late Payer
CUS33400,1103401.56,0.0,150.5,0.0,Late Payer
CUS33402,1072161.08,0.0,60.5,0.0,Late Payer
CUS33403,258670.54,0.0,6.0,0.0,On-Time
CUS33405,387696.14,0.0,96.0,0.0,Late Payer
CUS33407,519788.87,0.0,175.0,0.0,Late Payer
CUS33412,2483582.42,0.0,115.25,0.0,Late Payer
CUS33413,999188.03,0.0,163.0,0.0,Late Payer
CUS33414,840344.24,0.0,269.0,0.0,Late Payer
CUS33416,932419.34,0.0,21.0,0.0,Late Payer
CUS33417,613075.85,0.0,215.0,0.0,Late Payer
CUS33424,604028.15,0.0,91.5,0.0,Late Payer
CUS33426,239494.37,0.0,78.0,0.0,Late Payer
CUS33427,964322.02,0.0,41.0,0.0,Late Payer
CUS33428,954880.84,0.0,54.0,0.0,Late Payer
CUS33429,262510.45,0.0,225.0,0.0,Late Payer
CUS33430,917714.76,0.0,44.5,0.0,Late Payer
CUS33432,266658.26,0.0,256.0,0.0,Late Payer
CUS33433,625168.64,0.0,1.0,0.0,On-Time
CUS33437,1351831.7,0.0,73.5,0.0,Late Payer
CUS33439,43636.39,0.0,100.0,0.0,Late Payer
CUS33440,603533.93,0.0,45.0,0.0,Late Payer
CUS33441,879881.07,0.0,253.5,0.0,Late Payer
CUS33444,261645.68,0.0,-7.0,0.0,Early Payer
CUS33447,1523800.32,0.0,94.5,0.0,Late Payer
CUS33449,782411.51,0.0,162.0,0.0,Late Payer
CUS33451,328620.92,0.0,-17.0,0.0,Early Payer
CUS33456,1046200.98,0.0,22.5,0.0,Late Payer
CUS33457,1342792.11,0.0,196.67,0.0,Late Payer
CUS33458,552156.42,0.0,297.0,0.0,Late Payer
CUS33459,741768.96,0.0,260.0,0.0,Late Payer
CUS33462,211080.94,0.0,190.0,0.0,Late Payer
CUS33465,218927.28,565449.44,33.5,0.0,Late Payer
CUS33467,508221.64,0.0,-16.0,0.0,Early Payer
CUS33468,121879.36,0.0,171.0,0.0,Late Payer
CUS33469,861144.73,0.0,300.0,0.0,Late Payer
CUS33470,432232.51,0.0,167.0,0.0,Late Payer
CUS33471,431016.57999999996,0.0,230.0,0.0,Late Payer
CUS33473,399080.34,0.0,273.0,0.0,Late Payer
CUS33474,590215.27,0.0,98.0,0.0,Late Payer
CUS33478,371011.22,0.0,138.0,0.0,Late Payer
CUS33485,600071.34,0.0,322.0,0.0,Late Payer
CUS33487,644337.2,333096.12,134.0,100.0,Late Payer
CUS33488,241852.03,0.0,187.5,0.0,Late Payer
CUS33489,1878798.62,0.0,270.5,0.0,Late Payer
CUS33490,350660.09,0.0,126.0,0.0,Late Payer
CUS33491,841686.27,0.0,296.0,0.0,Late Payer
CUS33492,485741.08,0.0,-1.0,0.0,On-Time
CUS33496,857622.77,0.0,81.0,0.0,Late Payer
CUS33498,218095.64,0.0,72.0,0.0,Late Payer
CUS33499,847149.85,481601.64,140.0,100.0,Late Payer
CUS33503,558426.78,0.0,263.0,0.0,Late Payer
CUS33504,2439908.86,0.0,163.0,0.0,Late Payer
CUS33508,1336710.94,0.0,213.33,0.0,Late Payer
CUS33512,155545.16,0.0,132.0,0.0,Late Payer
CUS33514,351935.86,0.0,325.0,0.0,Late Payer
CUS33515,1068074.1800000002,0.0,158.5,0.0,Late Payer
CUS33516,821189.18,563965.11,197.0,100.0,Late Payer
CUS33517,566850.64,0.0,-20.0,0.0,Early Payer
CUS33518,771142.46,0.0,223.0,0.0,Late Payer
CUS33519,331265.86,0.0,26.0,0.0,Late Payer
CUS33520,908922.84,0.0,145.0,0.0,Late Payer
CUS33521,1534768.77,0.0,254.5,0.0,Late Payer
CUS33522,48978.81,0.0,122.0,0.0,Late Payer
CUS33523,851139.7000000001,0.0,108.5,0.0,Late Payer
CUS33525,1761953.29,0.0,174.5,0.0,Late Payer
CUS33526,609513.66,0.0,-58.0,0.0,Early Payer
CUS33527,704808.9,0.0,294.0,0.0,Late Payer
CUS33528,353909.18,0.0,282.0,0.0,Late Payer
CUS33529,83902.33,0.0,209.0,0.0,Late Payer
CUS33535,1484087.6600000001,0.0,227.0,0.0,Late Payer
CUS33536,865389.06,0.0,306.0,0.0,Late Payer
CUS33537,624665.01,0.0,120.33,0.0,Late Payer
CUS33539,693419.5,985959.24,233.0,100.0,Late Payer
CUS33540,64477.17,0.0,139.0,0.0,Late Payer
CUS33546,988052.19,0.0,200.0,0.0,Late Payer
CUS33552,395069.17,0.0,124.0,0.0,Late Payer
CUS33553,755307.42,0.0,-22.0,0.0,Early Payer
CUS33554,710882.85,0.0,234.0,0.0,Late Payer
CUS33555,204335.99,0.0,80.0,0.0,Late Payer
CUS33556,26764.89,0.0,179.0,0.0,Late Payer
CUS33558,944812.0900000001,0.0,146.5,0.0,Late Payer
CUS33560,632233.1,0.0,153.0,0.0,Late Payer
CUS33561,963668.32,0.0,15.0,0.0,Late Payer
CUS33563,719741.81,0.0,-5.0,0.0,Early Payer
CUS33565,1054655.0999999999,0.0,183.5,0.0,Late Payer
CUS33566,1585163.0699999998,0.0,137.0,0.0,Late Payer
CUS33567,1518204.9300000002,61216.36,87.5,100.0,Late Payer
CUS33568,477666.91,0.0,109.0,0.0,Late Payer
CUS33572,1046644.8600000001,330795.01,198.0,100.0,Late Payer
CUS33574,1549152.8,0.0,144.33,0.0,Late Payer
CUS33575,332478.1,0.0,22.5,0.0,Late Payer
CUS33576,233077.67,0.0,231.0,0.0,Late Payer
CUS33577,940679.81,0.0,304.0,0.0,Late Payer
CUS33578,7950.0,0.0,87.0,0.0,Late Payer
CUS33581,74231.45,0.0,128.5,0.0,Late Payer
CUS33586,1054644.56,0.0,24.5,0.0,Late Payer
CUS33587,226986.42,458358.25,186.0,100.0,Late Payer
CUS33589,2048414.1400000001,208437.89,4.67,100.0,On-Time
CUS33591,1413433.1600000001,0.0,103.0,0.0,Late Payer
CUS33594,281634.92,162842.46,169.0,100.0,Late Payer
CUS33597,301641.26,0.0,45.0,0.0,Late Payer
CUS33598,758596.8,0.0,145.5,0.0,Late Payer
CUS33607,514103.98,0.0,117.0,0.0,Late Payer
CUS33609,863929.26,0.0,119.5,0.0,Late Payer
CUS33611,1329815.5899999999,0.0,147.0,0.0,Late Payer
CUS33613,850357.04,0.0,212.0,0.0,Late Payer
CUS33619,406130.76,0.0,-22.0,0.0,Early Payer
CUS33621,869175.54,0.0,197.0,0.0,Late Payer
CUS33624,753000.05,0.0,247.0,0.0,Late Payer
CUS33626,619329.77,0.0,17.0,0.0,Late Payer
CUS33627,314805.18,0.0,271.33,0.0,Late Payer
CUS33630,235405.2,555204.06,139.0,100.0,Late Payer
CUS33631,369590.07,0.0,261.0,0.0,Late Payer
CUS33633,796982.76,0.0,197.0,0.0,Late Payer
CUS33635,981193.54,0.0,170.0,0.0,Late Payer
CUS33638,709858.3,0.0,-53.0,0.0,Early Payer
CUS33640,573512.31,0.0,314.0,0.0,Late Payer
CUS33643,267257.96,376907.85,252.0,100.0,Late Payer
CUS33644,348329.91,0.0,149.0,0.0,Late Payer
CUS33648,649214.15,0.0,102.0,0.0,Late Payer
CUS33650,893282.34,0.0,220.0,0.0,Late Payer
CUS33651,284476.0,0.0,10.0,0.0,On-Time
CUS33653,1209761.88,0.0,188.33,0.0,Late Payer
CUS33654,935926.18,0.0,256.0,0.0,Late Payer
CUS33655,267146.92,0.0,232.0,0.0,Late Payer
CUS33656,754635.95,0.0,134.0,0.0,Late Payer
CUS33658,485035.75,370324.81,83.0,100.0,Late Payer
CUS33660,425184.62,201587.4,204.0,100.0,Late Payer
CUS33661,768769.12,0.0,216.0,0.0,Late Payer
CUS33662,346387.07,0.0,-40.0,0.0,Early Payer
CUS33663,1311892.6300000001,0.0,187.33,0.0,Late Payer
CUS33664,1342504.57,0.0,161.5,0.0,Late Payer
CUS33667,698722.57,0.0,85.0,0.0,Late Payer
CUS33669,960265.65,0.0,256.0,0.0,Late Payer
CUS33670,207088.53,0.0,160.0,0.0,Late Payer
CUS33671,118347.42,0.0,266.0,0.0,Late Payer
CUS33674,61344.22,0.0,287.0,0.0,Late Payer
CUS33677,507188.45,0.0,105.0,0.0,Late Payer
CUS33678,1110369.2,0.0,49.0,0.0,Late Payer
CUS33680,1525704.54,0.0,93.0,0.0,Late Payer
CUS33681,998576.86,0.0,224.0,0.0,Late Payer
CUS33682,842214.72,0.0,76.0,0.0,Late Payer
CUS33683,771490.2,0.0,292.0,0.0,Late Payer
CUS33684,834177.01,0.0,127.0,0.0,Late Payer
CUS33686,1441121.91,0.0,157.0,0.0,Late Payer
CUS33688,705345.6,0.0,99.67,0.0,Late Payer
CUS33690,1712346.37,0.0,60.0,0.0,Late Payer
CUS33691,806468.89,0.0,99.0,0.0,Late Payer
CUS33692,71925.0,164320.72,163.0,100.0,Late Payer
CUS33694,88019.62,0.0,-5.0,0.0,Early Payer
CUS33696,1813102.83,0.0,30.5,0.0,Late Payer
CUS33697,974432.57,97190.18,170.0,100.0,Late Payer
CUS33698,431789.6,0.0,221.0,0.0,Late Payer
CUS33705,12607.19,0.0,134.0,0.0,Late Payer
CUS33706,745499.7,0.0,255.0,0.0,Late Payer
CUS33707,1474856.38,0.0,83.67,0.0,Late Payer
CUS33708,1637090.12,0.0,107.0,0.0,Late Payer
CUS33709,1434404.3699999999,0.0,95.5,0.0,Late Payer
CUS33711,1250740.26,0.0,170.75,0.0,Late Payer
CUS33712,953252.21,0.0,151.0,0.0,Late Payer
CUS33714,29220.06,0.0,125.0,0.0,Late Payer
CUS33715,358364.59,0.0,42.0,0.0,Late Payer
CUS33716,216647.91999999998,0.0,108.5,0.0,Late Payer
CUS33725,116206.02,0.0,-12.0,0.0,Early Payer
CUS33727,142071.83,953675.81,227.0,100.0,Late Payer
CUS33728,337691.54,524796.2,121.0,100.0,Late Payer
CUS33730,1204395.98,0.0,70.5,0.0,Late Payer
CUS33732,1171376.3,0.0,184.0,0.0,Late Payer
CUS33733,882579.85,0.0,139.0,0.0,Late Payer
CUS33734,807555.47,0.0,240.5,0.0,Late Payer
CUS33735,1578137.05,0.0,99.0,0.0,Late Payer
CUS33736,595158.2,0.0,275.0,0.0,Late Payer
CUS33737,682412.21,0.0,33.0,0.0,Late Payer
CUS33742,1162232.8599999999,0.0,116.0,0.0,Late Payer
CUS33747,636385.91,0.0,19.0,0.0,Late Payer
CUS33750,1145739.85,0.0,54.5,0.0,Late Payer
CUS33754,518538.65,0.0,139.0,0.0,Late Payer
CUS33755,909522.0,0.0,194.5,0.0,Late Payer
CUS33757,450072.29,655139.12,142.0,100.0,Late Payer
CUS33758,756030.37,784257.87,169.0,100.0,Late Payer
CUS33761,1074878.52,0.0,103.33,0.0,Late Payer
CUS33763,295595.68,0.0,307.0,0.0,Late Payer
CUS33764,211182.79,576145.71,66.0,100.0,Late Payer
CUS33765,770420.23,0.0,251.0,0.0,Late Payer
CUS33767,1415025.42,0.0,159.33,0.0,Late Payer
CUS33768,1899526.81,0.0,109.0,0.0,Late Payer
CUS33771,784369.96,849829.2200000001,297.0,100.0,Late Payer
CUS33775,725025.24,0.0,64.0,0.0,Late Payer
CUS33776,901965.61,0.0,319.0,0.0,Late Payer
CUS33777,924231.79,0.0,190.0,0.0,Late Payer
CUS33778,855716.78,0.0,158.5,0.0,Late Payer
CUS33780,1429444.07,904385.25,186.5,100.0,Late Payer
CUS33781,894346.18,0.0,40.0,0.0,Late Payer
CUS33782,26206.1,0.0,138.0,0.0,Late Payer
CUS33784,1354756.11,0.0,148.0,0.0,Late Payer
CUS33785,777805.27,0.0,-23.0,0.0,Early Payer
CUS33786,867190.74,0.0,50.0,0.0,Late Payer
CUS33787,505933.58,0.0,153.0,0.0,Late Payer
CUS33791,387869.12,0.0,122.0,0.0,Late Payer
CUS33792,1459310.22,0.0,223.0,0.0,Late Payer
CUS33794,779557.12,0.0,33.0,0.0,Late Payer
CUS33795,485221.11,0.0,287.0,0.0,Late Payer
CUS33799,1355824.48,0.0,91.5,0.0,Late Payer
CUS33802,778406.92,0.0,233.0,0.0,Late Payer
CUS33806,1799348.8399999999,0.0,155.67,0.0,Late Payer
CUS33807,468465.94,0.0,24.0,0.0,Late Payer
CUS33808,928767.19,0.0,109.0,0.0,Late Payer
CUS33809,1592698.23,0.0,103.0,0.0,Late Payer
CUS33811,1066303.19,0.0,139.0,0.0,Late Payer
CUS33812,1343291.9,0.0,27.5,0.0,Late Payer
CUS33813,412696.07,0.0,54.0,0.0,Late Payer
CUS33814,2342219.56,0.0,55.33,0.0,Late Payer
CUS33817,16538.56,0.0,323.0,0.0,Late Payer
CUS33818,673451.81,0.0,-21.0,0.0,Early Payer
CUS33821,1166887.45,0.0,138.0,0.0,Late Payer
CUS33827,775803.8200000001,0.0,208.5,0.0,Late Payer
CUS33828,964736.77,0.0,152.5,0.0,Late Payer
CUS33833,1028694.23,0.0,117.0,0.0,Late Payer
CUS33834,729885.16,0.0,33.0,0.0,Late Payer
CUS33836,587247.8400000001,0.0,194.0,0.0,Late Payer
CUS33838,95465.35,0.0,166.0,0.0,Late Payer
CUS33841,982712.15,0.0,153.33,0.0,Late Payer
CUS33842,253550.22,0.0,284.0,0.0,Late Payer
CUS33843,1069004.1,0.0,231.0,0.0,Late Payer
CUS33844,233902.34,129451.83,145.0,100.0,Late Payer
CUS33846,1072420.27,0.0,89.0,0.0,Late Payer
CUS33848,26868.52,525267.1,295.0,100.0,Late Payer
CUS33849,449937.22,0.0,264.0,0.0,Late Payer
CUS33853,11449.62,0.0,132.0,0.0,Late Payer
CUS33854,1196522.3900000001,0.0,153.0,0.0,Late Payer
CUS33856,1349413.73,0.0,31.5,0.0,Late Payer
CUS33857,978663.02,0.0,57.0,0.0,Late Payer
CUS33858,842544.96,0.0,286.0,0.0,Late Payer
CUS33861,1379255.29,0.0,134.0,0.0,Late Payer
CUS33863,280184.71,0.0,282.0,0.0,Late Payer
CUS33864,546600.27,0.0,153.0,0.0,Late Payer
CUS33867,268821.02,163223.94,-39.0,100.0,Early Payer
CUS33868,596720.45,0.0,155.0,0.0,Late Payer
CUS33869,166606.82,0.0,294.0,0.0,Late Payer
CUS33870,1003327.5,0.0,198.5,0.0,Late Payer
CUS33871,848465.23,0.0,110.5,0.0,Late Payer
CUS33874,1888468.75,0.0,110.67,0.0,Late Payer
CUS33875,1380598.16,0.0,106.5,0.0,Late Payer
CUS33877,98140.79000000001,0.0,-1.0,0.0,On-Time
CUS33880,158968.48,0.0,93.0,0.0,Late Payer
CUS33883,1711802.72,0.0,174.0,0.0,Late Payer
CUS33884,576557.3099999999,0.0,159.5,0.0,Late Payer
CUS33885,889842.3500000001,0.0,18.5,0.0,Late Payer
CUS33889,672275.81,0.0,212.0,0.0,Late Payer
CUS33892,630748.48,0.0,295.0,0.0,Late Payer
CUS33893,240958.89,0.0,245.0,0.0,Late Payer
CUS33894,948137.77,0.0,271.0,0.0,Late Payer
CUS33897,812048.24,0.0,314.0,0.0,Late Payer
CUS33898,99272.42,0.0,119.0,0.0,Late Payer
CUS33899,927556.16,0.0,175.0,0.0,Late Payer
CUS33902,874207.56,0.0,2.0,0.0,On-Time
CUS33903,209821.59,0.0,-42.0,0.0,Early Payer
CUS33906,355543.44,0.0,-42.0,0.0,Early Payer
CUS33908,115859.46,0.0,304.0,0.0,Late Payer
CUS33909,98848.12,0.0,168.0,0.0,Late Payer
CUS33910,768489.25,0.0,4.0,0.0,On-Time
CUS33913,256390.84,0.0,189.0,0.0,Late Payer
CUS33915,987631.41,844216.67,271.0,100.0,Late Payer
CUS33916,882549.0,0.0,-17.0,0.0,Early Payer
CUS33918,1717305.92,162385.17,114.33,100.0,Late Payer
CUS33919,814354.02,920288.29,-16.0,100.0,Early Payer
CUS33921,382625.22,0.0,139.0,0.0,Late Payer
CUS33925,2692674.75,0.0,157.0,0.0,Late Payer
CUS33927,823712.47,46171.53,-1.0,100.0,On-Time
CUS33929,641877.79,0.0,98.0,0.0,Late Payer
CUS33930,113637.35,0.0,147.0,0.0,Late Payer
CUS33931,1454671.9700000002,0.0,83.0,0.0,Late Payer
CUS33932,397975.63,0.0,51.0,0.0,Late Payer
CUS33934,688957.5,0.0,239.5,0.0,Late Payer
CUS33936,375669.9,0.0,119.0,0.0,Late Payer
CUS33939,1021917.23,0.0,201.0,0.0,Late Payer
CUS33942,230496.03,0.0,263.0,0.0,Late Payer
CUS33946,835601.41,203179.74,79.5,100.0,Late Payer
CUS33947,586705.48,0.0,72.0,0.0,Late Payer
CUS33949,1859772.0,0.0,173.33,0.0,Late Payer
CUS33957,930860.24,0.0,201.5,0.0,Late Payer
CUS33961,467470.48,0.0,133.0,0.0,Late Payer
CUS33963,106990.43,0.0,105.0,0.0,Late Payer
CUS33966,809584.4,0.0,279.0,0.0,Late Payer
CUS33967,157266.83,490963.29,119.0,100.0,Late Payer
CUS33969,281501.78,0.0,-4.0,0.0,On-Time
CUS33970,762553.53,0.0,100.0,0.0,Late Payer
CUS33973,49688.98,0.0,34.0,0.0,Late Payer
CUS33974,770770.42,0.0,123.0,0.0,Late Payer
CUS33976,921359.6,0.0,221.0,0.0,Late Payer
CUS33979,690796.9,0.0,103.0,0.0,Late Payer
CUS33980,259606.23,0.0,35.0,0.0,Late Payer
CUS33983,851116.13,0.0,1.0,0.0,On-Time
CUS33986,1692682.58,0.0,67.33,0.0,Late Payer
CUS33987,79006.59,0.0,256.0,0.0,Late Payer
CUS33988,933847.62,0.0,295.0,0.0,Late Payer
CUS33993,557529.85,0.0,149.5,0.0,Late Payer
CUS33994,942870.78,0.0,-19.0,0.0,Early Payer
CUS33997,349412.74,0.0,278.0,0.0,Late Payer
CUS33998,920669.22,0.0,274.0,0.0,Late Payer
CUS34002,495452.78,0.0,295.0,0.0,Late Payer
CUS34005,360186.06,0.0,66.0,0.0,Late Payer
CUS34009,1141330.6600000001,0.0,47.0,0.0,Late Payer
CUS34012,304087.09,0.0,101.0,0.0,Late Payer
CUS34013,1428169.8900000001,0.0,-19.0,0.0,Early Payer
CUS34014,672615.16,0.0,199.0,0.0,Late Payer
CUS34019,923093.2899999999,0.0,156.5,0.0,Late Payer
CUS34021,725091.22,0.0,100.0,0.0,Late Payer
CUS34022,744701.25,0.0,162.0,0.0,Late Payer
CUS34024,206210.92,0.0,257.0,0.0,Late Payer
CUS34026,718552.98,0.0,40.0,0.0,Late Payer
CUS34028,412518.09,1063455.65,2.0,100.0,On-Time
CUS34029,514056.73,0.0,39.0,0.0,Late Payer
CUS34030,382733.17,0.0,-10.0,0.0,Early Payer
CUS34034,828770.57,0.0,121.0,0.0,Late Payer
CUS34035,1124523.03,0.0,219.0,0.0,Late Payer
CUS34036,46768.76,0.0,-21.0,0.0,Early Payer
CUS34037,532445.02,0.0,84.0,0.0,Late Payer
CUS34039,531191.5,0.0,43.0,0.0,Late Payer
CUS34042,82561.82,0.0,64.0,0.0,Late Payer
CUS34043,1017248.63,0.0,92.33,0.0,Late Payer
CUS34048,276566.84,0.0,112.0,0.0,Late Payer
